# JobNameTable (n=4891) from jobname.lub
JT_14_3_MERCENARY_A	14_3_MERCENARY_A
JT_MD_SKELETON_120	SKELETON
JT_MD_SKELETON_140	SKELETON
JT_MD_SKELETON_160	SKELETON
JT_MD_SKELETON_60	SKELETON
JT_MD_SKELETON_80	SKELETON
JT_MD_SOL	desert_wolf_b
JT_MD_SOLACE	solace
JT_MD_STROUF	STROUF
JT_MD_SWEETY	sweety
JT_MD_SWORD_FISH	SWORD_FISH
JT_MD_THANATOS	MD_THANATOS
JT_MD_THA_ANGER	THA_ANGER
JT_MD_THA_BUFF	barricade
JT_MD_THA_DESPERO	tha_despero
JT_MD_THA_DOLOR	tha_dolor
JT_MD_THA_HORROR	THA_HORROR
JT_MD_THA_MAERO	tha_maero
JT_MD_THA_ODIUM	tha_odium
JT_MD_THA_REGRET	THA_REGRET
JT_MD_THA_RESENT	THA_RESENT
JT_MD_TIARA	MD_TIARA
JT_MD_TIYANAK	TIYANAK
JT_MD_T_ALARM	ALARM
JT_MD_T_ALICE	Alice
JT_MD_T_ALIOT	ALIOT
JT_MD_T_AMON_RA	amon_ra
JT_MD_T_ANACONDAQ	Anacondaq
JT_MD_T_ANGELING	ANGELING
JT_MD_T_ANOLIAN	ANOLIAN
JT_MD_T_ARCHANGELING	ARCHANGELING
JT_MD_T_ATROCE	atros
JT_MD_T_BACSOJIN	BACSOJIN
JT_MD_T_BANSHEE	BANSHEE
JT_MD_T_BAPHOMET	baphomet
JT_MD_T_BEELZEBUB	DRAGON_FLY
JT_MD_T_BEELZEBUB_	beelzebub_
JT_MD_T_BLOODY_MURDERER	BLOODY_MURDERER
JT_MD_T_BLOOD_BUTTERFLY	BLOOD_BUTTERFLY
JT_MD_T_B_YGNIZEM	YGNIZEM
JT_MD_T_CARAT	Carat
JT_MD_T_CHIMERA	CHIMERA
JT_MD_T_CLOCK	CLOCK
JT_MD_T_DARK_LORD	Dark_Lord
JT_MD_T_DARK_SNAKE_LORD	DARK_SNAKE_LORD
JT_MD_T_DEATHWORD	DEATHWORD
JT_MD_T_DEVILING	DEVILING
JT_MD_T_DEVIRUCHI	DEVIRUCHI
JT_MD_T_DIMIK	DIMIK
JT_MD_T_DOPPELGANGER	Doppelganger
JT_MD_T_DRAKE	DRAKE
JT_MD_T_EVIL_CLOUD_HERMIT	EVIL_CLOUD_HERMIT
JT_MD_T_FALLINGBISHOP	FALLINGBISHOP
JT_MD_T_FLAME_SKULL	FLAME_SKULL
JT_MD_T_GARGOYLE	Gargoyle
JT_MD_T_GHOSTRING	GHOSTRING
JT_MD_T_GIBBET	GIBBET
JT_MD_T_GOBLIN_LEADER	GOBLIN_LEADER
JT_MD_T_GOLDEN_BUG	golden_bug
JT_MD_T_GRIZZLY	GRIZZLY
JT_MD_T_GRYPHON	Gryphon
JT_MD_T_IFRIT	IFRIT
JT_MD_T_INCREASE_SOIL	INCREASE_SOIL
JT_MD_T_JAKK	JAKK
JT_MD_T_KARAKASA	KARAKASA
JT_MD_T_KNIGHT_OF_ABYSS	knight_of_abyss
JT_MD_T_KOBOLD_LEADER	KOBOLT_LEADER
JT_MD_T_LEIB_OLMAI	LEIB_OLMAI
JT_MD_T_MARIONETTE	MARIONETTE
JT_MD_T_MASTERING	mastering
JT_MD_T_MAYA	MAYA
JT_MD_T_MINI_DEMON	MINI_DEMON
JT_MD_T_MISTRESS	mistress
JT_MD_T_MOONLIGHT	MOONLIGHT
JT_MD_T_NIGHTMARE_TERROR	NIGHTMARE_TERROR
JT_MD_T_ORC_LORD	orc_lord
JT_MD_T_ORK_HERO	ork_hero
JT_MD_T_OSIRIS	OSIRIS
JT_MD_T_OWL_DUKE	OWL_DUKE
JT_MD_T_PARASITE	PARASITE
JT_MD_T_PENOMENA	PENOMENA
JT_MD_T_PERMETER	PERMETER
JT_MD_T_PETIT	PETIT
JT_MD_T_PETIT_	PETIT_
JT_MD_T_PHARAOH	PHARAOH
JT_MD_T_PHREEONI	phreeoni
JT_MD_T_PLASMA_B	PLASMA_B
JT_MD_T_RANDGRIS	RANDGRIS
JT_MD_T_RAYDRIC_ARCHER	raydric_archer
JT_MD_T_RETRIBUTION	RETRIBUTION
JT_MD_T_RIDEWORD	RIDEWORD
JT_MD_T_SAMURAI	incantation_samurai
JT_MD_T_SKEL_PRISONER	SKEL_PRISONER
JT_MD_T_STALACTIC_GOLEM	STALACTIC_GOLEM
JT_MD_T_STAPO	STAPO
JT_MD_T_STING	STING
JT_MD_T_STONE_SHOOTER	STONE_SHOOTER
JT_MD_T_TENGU	TENGU
JT_MD_T_THE_PAPER	THE_PAPER
JT_MD_T_TOAD	TOAD
JT_MD_T_TURTLE_GENERAL	TURTLE_GENERAL
JT_MD_T_VAGABOND_WOLF	VAGABOND_WOLF
JT_MD_T_VENATU	VENATU
JT_MD_T_VOCAL	VOCAL
JT_MD_T_WANDER_MAN	WANDER_MAN
JT_MD_T_WIND_GHOST	WIND_GHOST
JT_MD_T_WRAITH	WRAITH
JT_MD_T_ZOMBIE_PRISONER	ZOMBIE_PRISONER
JT_MD_UNDEAD_ARCHER	RAYDRIC_ARCHER
JT_MD_UNDEAD_KNIGHT	KHALITZBURG
JT_MD_UNDEAD_MAGICIAN	MD_UNDEAD_MAGICIAN
JT_MD_UNDEAD_NOBLE	MD_UNDEAD_NOBLE
JT_MD_UNDEAD_SERVANT	ZOMBIE
JT_MD_UNDEAD_SOLDIER	RAYDRIC
JT_MD_UNDEAD_WIZARD	MD_UNDEAD_WIZARD
JT_MD_VADON	VADON
JT_MD_VENOM_BUG	VENOM_BUG
JT_MD_VERPORTA	verporta
JT_MD_VERPORTE_H	verporte
JT_MD_XTARGET	MD_XTARGET
JT_MD_ZOMBIE_100	ZOMBIE
JT_MD_ZOMBIE_120	ZOMBIE
JT_MD_ZOMBIE_140	ZOMBIE
JT_MD_ZOMBIE_160	ZOMBIE
JT_MD_ZOMBIE_60	ZOMBIE
JT_MD_ZOMBIE_80	ZOMBIE
JT_MECHASPIDER	mechaspider
JT_MEDUSA	MEDUSA
JT_MEGALITH	Megalith
JT_MEGALODON	MEGALODON
JT_MENBLATT	MENBLATT
JT_MERMAN	Merman
JT_MERMAN_H	MERMAN
JT_MERMAN_SE	MERMAN_SE
JT_MER_AMISTR	AMISTR
JT_MER_AMISTR2	AMISTR2
JT_MER_AMISTR_H	AMISTR_H
JT_MER_AMISTR_H2	AMISTR_H2
JT_MER_ANTLER_SCARABA	ANTLER_SCARABA
JT_MER_ARCHER01	여\활용병
JT_MER_ARCHER02	여\활용병
JT_MER_ARCHER03	여\활용병
JT_MER_ARCHER04	여\활용병
JT_MER_ARCHER05	여\활용병
JT_MER_ARCHER06	여\활용병
JT_MER_ARCHER07	여\활용병
JT_MER_ARCHER08	여\활용병
JT_MER_ARCHER09	여\활용병
JT_MER_ARCHER10	여\활용병
JT_MER_BAYERI	MER_BAYERI
JT_MER_CHEPET	CHEPET
JT_MER_CIVIL_SERVANT	CIVIL_SERVANT
JT_MER_DIABOLIC	DIABOLIC
JT_MER_DIETER	MER_DIETER
JT_MER_EDDGA	EDDGA
JT_MER_EIRA	MER_EIRA
JT_MER_ELEANOR	MER_ELEANOR
JT_MER_FILIR	FILIR
JT_MER_FILIR2	FILIR2
JT_MER_FILIR_H	FILIR_H
JT_MER_FILIR_H2	FILIR_H2
JT_MER_GARM_BABY	GARM_BABY
JT_MER_HILLSRION	HILLSRION
JT_MER_KTULLANUX	KTULLANUX
JT_MER_LANCER01	남\창용병
JT_MER_LANCER02	남\창용병
JT_MER_LANCER03	남\창용병
JT_MER_LANCER04	남\창용병
JT_MER_LANCER05	남\창용병
JT_MER_LANCER06	남\창용병
JT_MER_LANCER07	남\창용병
JT_MER_LANCER08	남\창용병
JT_MER_LANCER09	남\창용병
JT_MER_LANCER10	남\창용병
JT_MER_LIF	LIF
JT_MER_LIF2	LIF2
JT_MER_LIF_H	LIF_H
JT_MER_LIF_H2	LIF_H2
JT_MER_LOLI_RURI	LOLI_RURI
JT_MER_LUNAR_US	AIRA
JT_MER_SEDORA	SEDORA
JT_MER_SERA	MER_SERA
JT_MER_SWORDMAN01	남\검용병
JT_MER_SWORDMAN02	남\검용병
JT_MER_SWORDMAN03	남\검용병
JT_MER_SWORDMAN04	남\검용병
JT_MER_SWORDMAN05	남\검용병
JT_MER_SWORDMAN06	남\검용병
JT_MER_SWORDMAN07	남\검용병
JT_MER_SWORDMAN08	남\검용병
JT_MER_SWORDMAN09	남\검용병
JT_MER_SWORDMAN10	남\검용병
JT_MER_VANILMIRTH	VANILMIRTH
JT_MER_VANILMIRTH2	VANILMIRTH2
JT_MER_VANILMIRTH_H	VANILMIRTH_H
JT_MER_VANILMIRTH_H2	VANILMIRTH_H2
JT_MER_WISH_MAIDEN	WISH_MAIDEN
JT_MER_ZHERLTHSH	ZHERLTHSH
JT_METALING	METALING
JT_METALLER	Metaller
JT_ME_ANOPHELES	ANOPHELES
JT_MG_AMDARAIS	MG_AMDARAIS
JT_MG_AMDARAIS_H	MG_AMDARAIS_H
JT_MG_ARCLOUSE	arclouse
JT_MG_ARCLOUSE_H	arclouse
JT_MG_BLOODY_KNIGHT	bloody_knight
JT_MG_BLOODY_KNIGHT_H	bloody_knight
JT_MG_CORRUPTION_ROOT	MG_CORRUPTION_ROOT
JT_MG_CORRUPTION_ROOT_H	MG_CORRUPTION_ROOT_H
JT_MG_F_UNDEAD_KNIGHT	MG_F_UNDEAD_KNIGHT
JT_MG_F_UNDEAD_KNIGHT_H	MG_F_UNDEAD_KNIGHT
JT_MG_GHOUL	ghoul
JT_MG_GHOUL_H	ghoul
JT_MG_KHALITZBURG	khalitzburg
JT_MG_KHALITZBURG_H	khalitzburg
JT_MG_KNIGHT_OF_ABYSS	knight_of_abyss
JT_MG_KNIGHT_OF_ABYSS_H	knight_of_abyss
JT_MG_M_UNDEAD_KNIGHT	MG_M_UNDEAD_KNIGHT
JT_MG_M_UNDEAD_KNIGHT_H	MG_M_UNDEAD_KNIGHT
JT_MG_RAYDRIC	raydric
JT_MG_RAYDRIC_ARCHER	raydric_archer
JT_MG_RAYDRIC_ARCHER_H	raydric_archer
JT_MG_RAYDRIC_H	raydric
JT_MG_WRAITH	wraith
JT_MG_WRAITH_H	wraith
JT_MG_ZOMBIE	zombie
JT_MG_ZOMBIE_H	zombie
JT_MH_ATROCE	MH_ATROS
JT_MH_BACSOJIN	MH_BACSOJIN
JT_MH_BAKONAWA_1	MH_BAKONAWA
JT_MH_BOMBPORING	MH_BOMBPORING
JT_MH_COELACANTH_H_A1	COELACANTH_H
JT_MH_COELACANTH_H_A2	COELACANTH_H
JT_MH_COELACANTH_H_A3	COELACANTH_H
JT_MH_COELACANTH_H_A4	COELACANTH_H
JT_MH_COELACANTH_N_A1	COELACANTH_N
JT_MH_COELACANTH_N_A2	COELACANTH_N
JT_MH_COELACANTH_N_A3	COELACANTH_N
JT_MH_COELACANTH_N_A4	COELACANTH_N
JT_MH_COELACANTH_Y_A1	MH_COELACANTH_Y_A1
JT_MH_COELACANTH_Y_A2	MH_COELACANTH_Y_A2
JT_MH_COELACANTH_Y_A3	MH_COELACANTH_Y_A3
JT_MH_COELACANTH_Y_A4	MH_COELACANTH_Y_A4
JT_MH_DIMIK	DIMIK
JT_MH_DIMIK_1	DIMIK_1
JT_MH_DIMIK_2	DIMIK_2
JT_MH_DIMIK_3	DIMIK_3
JT_MH_DIMIK_4	DIMIK_4
JT_MH_DROPS	DROPS
JT_MH_E_MEGALODON1	MEGALODON
JT_MH_E_MEGALODON2	MH_MEGALODON
JT_MH_E_MEGALODON3	MH_E_MEGALODON3
JT_MH_GLOOMUNDERNIGHT	MH_GLOOMUNDERNIGHT
JT_MH_GOLDPORING	GOLDPORING
JT_MH_HUNTER_FLY1	HUNTER_FLY
JT_MH_HUNTER_FLY2	HUNTER_FLY
JT_MH_IFRIT	MH_IFRIT
JT_MH_I_ANTLER_SCARABA	MH_I_ANTLER_SCARABA
JT_MH_I_HORN_SCARABA	MH_I_HORN_SCARABA
JT_MH_I_HORN_SCARABA2	MH_I_HORN_SCARABA2
JT_MH_I_RAKE_SCARABA	MH_I_RAKE_SCARABA
JT_MH_LADY_TANEE	MH_LADY_TANEE
JT_MH_MARIN	MARIN
JT_MH_NAGHT_SIEGER	MH_NAGHT_SIEGER
JT_MH_PHYLLA	MH_PHYLLA
JT_MH_POPORING	POPORING
JT_MH_PORING	PORING
JT_MH_QUEEN_SCARABA	MH_QUEEN_SCARABA
JT_MH_SASQUATCH	MH_SASQUATCH
JT_MILD_EXPLOSION	MILD_EXPLOSION
JT_MILD_IMP	MILD_IMP
JT_MIME_MONKEY	MIME_MONKEY
JT_MIMIC	MIMIC
JT_MIMING	MIMING
JT_MINERAL	MINERAL
JT_MINERAL_G	MINERAL_G_MJ
JT_MINERAL_P	MINERAL_P_MJ
JT_MINERAL_R	MINERAL_R_MJ
JT_MINERAL_W	MINERAL_W_MJ
JT_MINI_DEMON	MINI_DEMON
JT_MINOROUS	MINOROUS
JT_MIN_ALLIGATOR	ALLIGATOR
JT_MIN_ANACONDAQ	ANACONDAQ
JT_MIN_ANDRE	ANDRE
JT_MIN_BIGFOOT	BIGFOOT
JT_MIN_CHIMERA	CHIMERA
JT_MIN_CHONCHON	CHOCHO
JT_MIN_CONDOR	CONDOR
JT_MIN_DENIRO	DENIRO
JT_MIN_DOKEBI	DOKEBI
JT_MIN_DRAGON_TAIL	DRAGON_TAIL
JT_MIN_DRYAD	DRYAD
JT_MIN_ECLIPSE	ECLIPSE
JT_MIN_EDDGA	EDDGA
JT_MIN_FABRE	FABRE
JT_MIN_FUR_SEAL	FUR_SEAL
JT_MIN_GALAPAGO	GALAPAGO
JT_MIN_GOLEM	GOLEM
JT_MIN_GREEN_IGUANA	GREEN_IGUANA
JT_MIN_G_ANCIENT_MUMMY	ANCIENT_MUMMY
JT_MIN_G_BIGFOOT	BIGFOOT
JT_MIN_G_GARGOYLE	GARGOYLE
JT_MIN_G_HIGH_ORC	HIGH_ORC
JT_MIN_G_LUNATIC	LUNATIC
JT_MIN_G_MEGALITH	MEGALITH
JT_MIN_G_ROCKER	ROCKER
JT_MIN_G_RODA_FROG	RODA_FROG
JT_MIN_G_SAND_MAN	SAND_MAN
JT_MIN_G_WOLF	WOLF
JT_MIN_LUNATIC	LUNATIC
JT_MIN_MARIN	MARIN
JT_MIN_MEGALITH	MEGALITH
JT_MIN_MEGALODON	MEGALODON
JT_MIN_METALLER	METALLER
JT_MIN_MUKA	MUKA
JT_MIN_ORK_HERO	ORK_HERO
JT_MIN_OSIRIS	OSIRIS
JT_MIN_PECOPECO	PECOPECO
JT_MIN_PHREEONI	PHREEONI
JT_MIN_PICKY	PICKY
JT_MIN_PIERE	PIERE
JT_MIN_POPORING	POPORING
JT_MIN_PORING	Poring
JT_MIN_RAGGLER	RAGGLER
JT_MIN_SAND_MAN	SAND_MAN
JT_MIN_SCORPION	SCORPION
JT_MIN_SEE_OTTER	SEE_OTTER
JT_MIN_SMOKIE	SMOKIE
JT_MIN_SNAKE	SNAKE
JT_MIN_SPORE	SPORE
JT_MIN_TAO_GUNKA	TAO_GUNKA
JT_MIN_TOAD	TOAD
JT_MIN_TRI_JOINT	TRI_JOINT
JT_MIN_VAGABOND_WOLF	VAGABOND_WOLF
JT_MIN_VOCAL	VOCAL
JT_MIN_WILOW	WILOW
JT_MIN_WOLF	WOLF
JT_MIN_WORM_TAIL	WORM_TAIL
JT_MISTRESS	Mistress
JT_MISTRESS3	MISTRESS2
JT_MIYABI_NINGYO	MIYABI_NINGYO
JT_MM_BRINARANEA	MM_BRINARANEA
JT_MM_BRINARANEA_BABY	DOLOMEDES
JT_MM_BRINARANEA_CORE	PLASMA_P
JT_MM_EVIL_FANATICS	MM_EVIL_FANATICS
JT_MM_EVIL_SHADOW1	MM_EVIL_SHADOW1
JT_MM_EVIL_SHADOW2	MM_EVIL_SHADOW2
JT_MM_EVIL_SHADOW3	MM_EVIL_SHADOW3
JT_MM_FLAMECROSS	MM_FLAMECROSS
JT_MM_GB_MOROCC_1	MOROCC_1
JT_MM_GB_MOROCC_4	MOROCC_4
JT_MM_GOD_SHADOW	ANOPHELES
JT_MM_ICE_MINE	MM_ICE_MINE
JT_MM_LOCO_KASA	KASA
JT_MM_LOCO_SALAMANDER	SALAMANDER
JT_MM_L_GIGAN1	MM_L_GIGAN
JT_MM_L_GIGAN2	MM_L_GIGAN
JT_MM_L_GIGAN3	MM_L_GIGAN
JT_MM_MAGIC_SEAL	MM_MAGIC_SEAL
JT_MM_MANA_BLACK	MM_MANA_K
JT_MM_MANA_BLUE	MM_MANA_B
JT_MM_MANA_RED	MM_MANA_R
JT_MM_MANA_WHITE	MM_MANA_W
JT_MM_MANA_YELLOW	MM_MANA_Y
JT_MM_MOROCC_ADT	MM_MOROCC_ADT
JT_MM_MOROCC_KID	MM_MOROCC_KID
JT_MM_MOROCC_ORIGIN	MOROCC
JT_MM_MOROCC_REST	MOROCC
JT_MM_MUSPELLSKOLL	MM_MUSPELLSKOLL
JT_MM_MUSPELLSKOLL_CORE	PLASMA_R
JT_MM_M_CHIMERA	MM_M_CHIMERA
JT_MM_M_GALION	MM_M_GALION
JT_MM_M_GARGOYLE	MM_M_GARGOYLE
JT_MM_M_GIGAN1	MM_M_GIGAN
JT_MM_M_GIGAN2	MM_M_GIGAN
JT_MM_M_GIGAN3	MM_M_GIGAN
JT_MM_M_MUTANT_DRAGON	MM_M_MUTANT_DRAGON
JT_MM_SARAH	MM_SARAH
JT_MOBSTER	MOBSTER
JT_MOB_TOMB	MOB_TOMB
JT_MOLE	MOLE
JT_MONEMUS	MONEMUS
JT_MOONLIGHT	MOONLIGHT
JT_MOONLIGHT2	moonlight
JT_MOON_RABBIT	lunatic
JT_MORIN	MORIN
JT_MOROCC	MOROCC
JT_MOROCC_	MOROCC
JT_MOROCC_1	MOROCC_1
JT_MOROCC_2	MOROCC_2
JT_MOROCC_2_142	MOROCC_2
JT_MOROCC_3	MOROCC_3
JT_MOROCC_4	MOROCC_4
JT_MOROCC_4_142	MOROCC_4
JT_MUKA	Muka
JT_MUMMY	Mummy
JT_MUNAK	Munak
JT_MUSCIPULAR	MUSCIPULAR
JT_MUSPELLSKOLL_H	muspellskoll_mj
JT_MUTANT_ARCHER_SKELETON	MUTANT_ARCHER_SKELETON
JT_MUTANT_DRAGON	Mutant_Dragon
JT_MUTANT_GHOUL	MUTANT_GHOUL
JT_MUTANT_LUDE	MUTANT_LUDE
JT_MUTANT_NECROMANCER	MUTANT_NECROMANCER
JT_MUTANT_OSIRIS	MUTANT_OSIRIS
JT_MUTANT_VERIT	MUTANT_VERIT
JT_MUTANT_WRAITH_DEAD	MUTANT_WRAITH_DEAD
JT_MYST	MYST
JT_MYSTCASE	MYSTCASE
JT_MYSTCASE_EVENT	MYSTCASE
JT_MYSTCASE_GIANT	MYSTCASE
JT_MYSTELTAINN	MYSTELTAINN
JT_MYSTELTAINN_R	MYSTELTAINN
JT_M_ALICE	ALICE
JT_M_BAPHOMET_	BAPHOMET_
JT_M_DESERT_WOLF_B	DESERT_WOLF_B
JT_M_DISGUISE	DISGUISE
JT_M_DOPPELGANGER	DOPPELGANGER
JT_M_E_DEVILING	GHOSTRING
JT_M_GALAPAGO	GALAPAGO
JT_M_GAMEMASTER	M_GAMEMASTER
JT_M_ISIS	ISIS
JT_M_KASA	KASA
JT_M_LOKI	M_LOKI
JT_M_MIMIC	MIMIC
JT_M_NYDHOG	LOST_DRAGON
JT_M_SALAMANDER	SALAMANDER
JT_M_TEDDY_BEAR	TEDDY_BEAR
JT_M_WANDER_MAN	WANDER_MAN
JT_M_WICKED_NYMPH	WICKED_NYMPH
JT_M_WILD_ROSE	Wild_Rose
JT_M_YGNIZEM	YGNIZEM
JT_NAGA	NAGA
JT_NAGHT_SIEGER	NAGHT_SIEGER
JT_NASARIN	NASARIN
JT_NC_DIMIK	DIMIK
JT_NECROMANCER	NECROMANCER
JT_NEO_PUNK	NEO_PUNK
JT_NEPENTHES	NEPENTHES
JT_NERAID	Neraid
JT_NEW_NPC_START	Poring
JT_NG_BAPHOMET	BAPHOMET
JT_NG_CHIMERA	CHIMERA
JT_NG_EVIL_DRUID	evil_druid
JT_NG_MIMIC	mimic
JT_NG_RIDEWORD	rideword
JT_NG_WANDER_MAN	wander_man
JT_NG_WRAITH_DEAD	wraith
JT_NIGHTMARE	Nightmare
JT_NIGHTMARE_T	Nightmare
JT_NIGHTMARE_TERROR	NIGHTMARE_TERROR
JT_NIGHTMARE_TERROR_H	nightmare_terror_mj
JT_NIHILITY_ZEM	NIHILITY_ZEM
JT_NINE_TAIL	NINE_TAIL
JT_NOVUS	NOVUS
JT_NOVUS_	NOVUS_
JT_NOXIOUS	NOXIOUS
JT_NPC_EDDGA	EDDGA
JT_NYDHOG_MEMORY1_1	NYDHOG_MEMORY1_1
JT_NYDHOG_MEMORY1_2	NYDHOG_MEMORY1_2
JT_NYDHOG_MEMORY2_1	NYDHOG_MEMORY1_1
JT_NYDHOG_MEMORY2_2	NYDHOG_MEMORY1_2
JT_NYDHOG_MEMORY3_1	NYDHOG_MEMORY1_1
JT_NYDHOG_MEMORY3_2	NYDHOG_MEMORY1_2
JT_N_AMON_RA	N_AMON_RA
JT_N_ANCIENT_MUMMY	N_ANCIENT_MUMMY
JT_N_ARCLOUSE	N_ARCLOUSE
JT_N_MIMIC	N_MIMIC
JT_N_MINOROUS	N_MINOROUS
JT_N_MUMMY	N_MUMMY
JT_N_VERIT	N_VORIT
JT_OBEAUNE	Obeaune
JT_OBEAUNE_H	OBEAUNE
JT_OBJ_A	OBJ_A
JT_OBJ_A2	OBJ_A2
JT_OBJ_B	OBJ_B
JT_OBJ_B2	OBJ_B2
JT_OBJ_FLAG_A	OBJ_FLAG_A
JT_OBJ_FLAG_B	OBJ_FLAG_B
JT_OBJ_NEUTRAL	OBJ_NEUTRAL
JT_OBSERVATION	OBSERVATION
JT_OBSIDIAN	OBSIDIAN
JT_OLD_FRIENDSHIP	GHOUL
JT_ORC_ARCHER	ORC_ARCHER
JT_ORC_ARCHER_ANNIV	orc_archer_anniv
JT_ORC_BABY	ORC_BABY
JT_ORC_BABY_ANNIV	orc_baby_anniv
JT_ORC_LADY	Orc_Lady
JT_ORC_LADY_ANNIV	orc_lady_anniv
JT_ORC_LORD	ORC_LORD
JT_ORC_LORD_ANNIV	ork_lord_anniv
JT_ORC_SKELETON	ORC_SKELETON
JT_ORC_WARRIOR	Poring
JT_ORC_WARRIOR_2	orc_warrior
JT_ORC_X2016	ORC_X2016
JT_ORC_XMAS	ORC_XMAS
JT_ORC_ZOMBIE	ORC_ZOMBIE
JT_ORC_ZOMBIE_ANNIV	orc_zombie_anniv
JT_ORGANIC_JAKK	JAKK
JT_ORK_HERO	ORK_HERO
JT_ORK_HERO2	ORK_HERO2
JT_ORK_HERO_ANNIV	ork_hero_anniv
JT_ORK_WARRIOR	Ork_warrior
JT_ORK_WARRIOR_2	ork_warrior
JT_ORK_WARRIOR_ANNIV	ork_warrior_anniv
JT_OSIRIS	Osiris
JT_OSIRIS_ANNIV	OSIRIS
JT_OWL_BARON	OWL_BARON
JT_OWL_DUKE	OWL_DUKE
JT_OWL_MARQUEES	OWL_MARQUEES
JT_OWL_VISCOUNT	OWL_VISCOUNT
JT_PAD_AMELIT	AMELIT
JT_PAD_AMELIT_H	AMELIT
JT_PAD_BRACHY	BRACHY
JT_PAD_BRACHYS	BRACHYS
JT_PAD_C_D_DRAGON	CHAOS_DEVIL_DRAGON
JT_PAD_C_D_DRAGON_H	CHAOS_DEVIL_DRAGON
JT_PAD_ECHIDNA	ECHIDNA
JT_PAD_ECHIDNA_H	ECHIDNA
JT_PAD_EMELIT	EMELIT
JT_PAD_EMELIT_H	EMELIT
JT_PAD_HERA	HERA
JT_PAD_HERA_H	HERA
JT_PAD_KINGGOLD	PAD_KINGGOLD
JT_PAD_KINGMETAL	PAD_KINGMETAL
JT_PAD_LILITH	LILITH
JT_PAD_LILITH_H	LILITH
JT_PAD_METAL_DRAGON	METAL_DRAGON
JT_PAD_METAL_DRAGON_H	METAL_DRAGON
JT_PAD_MYTHLIT	MYTHLIT
JT_PAD_M_DARK_KNIGHT	M_DARK_KNIGHT
JT_PAD_M_DARK_KNIGHT_H	M_DARK_KNIGHT
JT_PAD_M_FLAME_KNIGHT	M_FLAME_KNIGHT
JT_PAD_M_FLAME_KNIGHT_H	M_FLAME_KNIGHT
JT_PAD_M_ICE_KNIGHT	M_ICE_KNIGHT
JT_PAD_M_ICE_KNIGHT_H	M_ICE_KNIGHT
JT_PAD_M_LIGHT_KNIGHT	M_LIGHT_KNIGHT
JT_PAD_M_LIGHT_KNIGHT_H	M_LIGHT_KNIGHT
JT_PAD_M_STONE_KNIGHT	M_STONE_KNIGHT
JT_PAD_M_STONE_KNIGHT_H	M_STONE_KNIGHT
JT_PAD_PLESIOS	PLESIOS
JT_PAD_PLESSIE	PLESSIE
JT_PAD_RUBYLIT	RUBYLIT
JT_PAD_RUBYLIT_H	RUBYLIT
JT_PAD_SAPPHILIT	SAPPHILIT
JT_PAD_SAPPHILIT_H	SAPPHILIT
JT_PAD_SIREN	SIREN
JT_PAD_SIREN_H	SIREN
JT_PAD_TOPALIT	TOPALIT
JT_PAD_TOPALIT_H	TOPALIT
JT_PAD_TYRANNOS	TYRANNOS
JT_PAD_TYRRA	TYRRA
JT_PANZER_GOBLIN	PANZER_GOBLIN
JT_PAPARE	PAPARE
JT_PARASITE	PARASITE
JT_PARASITE_BULLET	PARASITE_BULLET
JT_PARUS	PARUS
JT_PASANA	PASANA
JT_PASANA_ANNIV	PASANA
JT_PAYONSOLDIER	PAYONSOLDIER
JT_PAYONSOLDIER2	PAYONSOLDIER2
JT_PEACH_TREE_BULLET	PEACH_TREE_BULLET
JT_PECOPECO	Pecopeco
JT_PECOPECO_2	pecopeco
JT_PECOPECO_EGG	Peco_egg
JT_PECO_EGG	Poring
JT_PECO_EGG_2	peco_egg
JT_PENOMENA	PENOMENA
JT_PERE1	PERE1
JT_PERE2	PERE2
JT_PERE3	PERE3
JT_PERE4	PERE4
JT_PERMETER	PERMETER
JT_PEST	Pest
JT_PETAL	PETAL
JT_PETIT	PETIT
JT_PETIT_	PETIT_
JT_PHARAOH	PHARAOH
JT_PHEN	PHEN
JT_PHENDARK	PHENDARK
JT_PHEN_2	phen
JT_PHEN_H	PHEN
JT_PHREEONI	PHREEONI
JT_PHREEONI2	phreeoni
JT_PHYLLA	PHYLLA
JT_PIAMETTE	PIAMETTE
JT_PIAMETTE_	PIAMETTE
JT_PICKY	Picky
JT_PICKY_	Picky_
JT_PICKY_2	picky
JT_PICKY__2	picky_
JT_PIERE	PIERE
JT_PIERE_2	picky
JT_PIERROTZOIST	pierrotzoist
JT_PINGUICULA	PINGUICULA
JT_PINGUICULA_D	PINGUICULA_D
JT_PIRANHA	PIRANHA
JT_PIRATE_SKEL	PIRATE_SKEL
JT_PITMAN	PITMAN
JT_PIXY_BLUE_PORING	PIXY_BLUE_PORING
JT_PIXY_PINK_PORING	PIXY_PINK_PORING
JT_PLAGARION	plagarion
JT_PLANKTON	PLANKTON
JT_PLANKTON_H	PLANKTON
JT_PLASMA_ARCH	PLASMA_ARCH
JT_PLASMA_B	PLASMA_B
JT_PLASMA_G	PLASMA_G
JT_PLASMA_P	PLASMA_P
JT_PLASMA_R	PLASMA_R
JT_PLASMA_SPT	PLASMA_SPT
JT_PLASMA_Y	PLASMA_Y
JT_POISONOUS	POISONOUS_Z
JT_POISON_SPORE	POISON_SPORE
JT_POISON_SPORE_2	poison_spore
JT_POISON_TOAD	POISON_TOAD
JT_POM_SPIDER	POM_SPIDER
